Year,Rank,Artist,Song,Song_genre,Genre,relevant_genres,primary_genre
2007,12,Avril Lavigne,Girlfriend,Girlfriend,"['pop', 'rock', 'pop rock', 'avril lavigne', 'female vocalists']","['pop', 'rock']",pop
2007,13,Maroon 5,Makes Me Wonder,Makes Me Wonder,"['pop', 'pop rock', 'rock', 'maroon 5', 'alternative']","['pop', 'rock']",pop
2007,14,Shop Boyz,Party Like A Rockstar,Party Like A Rockstar,"['rap', 'Hip-Hop', 'hip hop', 'Crunk', '2007']","['rap', 'Hip-Hop', 'hip hop']",rap
2007,15,Akon,Smack That,Smack That,"['Hip-Hop', 'Akon', 'rap', 'hip hop', 'dance']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2007,16,Mims,This Is Why I’m Hot,This Is Why Im Hot,"['Hip-Hop', 'rap', 'hip hop', 'mims', 'this is why im hot']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2007,17,Daughtry,It’s Not Over,Its Not Over,"['rock', 'alternative rock', 'daughtry', 'alternative', 'American Idol']",['rock'],rock
2007,18,Timbaland,The Way I Are,The Way I Are,"['Hip-Hop', 'Timbaland', 'rnb', 'dance', 'pop']","['Hip-Hop', 'rnb', 'pop']",hip hop
2007,19,Fergie,Fergalicious,Fergalicious,"['pop', 'Fergie', 'dance', 'rnb', 'Hip-Hop']","['pop', 'rnb', 'Hip-Hop']",pop
2007,21,Timbaland,Give It To Me,Give It To Me,"['Timbaland', 'rnb', 'Hip-Hop', 'hip hop', 'pop']","['rnb', 'Hip-Hop', 'hip hop', 'pop']",r&b
2007,22,Justin Timberlake,What Goes Around…Comes Around,What Goes Around…Comes Around,"['Hip-Hop', 'pop', 'male vocalists', 'sad', 'dance']","['Hip-Hop', 'pop']",hip hop
2007,24,The Fray,How To Save A Life,How To Save A Life,"['alternative', 'rock', 'piano rock', 'indie', 'alternative rock']","['rock', 'indie']",rock
2007,25,Daughtry,Home,Home,"['rock', 'daughtry', 'alternative rock', 'alternative', 'American Idol']",['rock'],rock
2007,26,Justin Timberlake,My Love,My Love,"['pop', 'rnb', 'dance', 'Justin Timberlake', 'sexy']","['pop', 'rnb']",pop
2007,27,Kanye West,Stronger,Stronger,"['Hip-Hop', 'Kanye West', 'rap', 'hip hop', 'dance']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2007,28,Jim Jones,We Fly High,We Fly High,"['Hip-Hop', 'rap', 'ballin', 'hip hop', 'we fly high']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2007,29,Pink,U + Ur Hand,U + Ur Hand,"['pop', 'pop rock', 'rock', 'pink', 'female vocalists']","['pop', 'rock']",pop
2007,30,Unk,Walk It Out,Walk It Out,"['Hip-Hop', 'walk it out', 'rap', 'Dirty South', 'unk']","['Hip-Hop', 'rap']",hip hop
2007,31,Sean Kingston,Beautiful Girls,Beautiful Girls,"['rnb', 'reggae', 'Sean Kingston', 'pop', 'Hip-Hop']","['rnb', 'reggae', 'pop', 'Hip-Hop']",r&b
2007,32,Fall Out Boy,"This Ain’t A Scene, It’s An Arms Race","This Aint A Scene, Its An Arms Race","['rock', 'pop', 'punk rock', 'Favorite Bands', 'punk']","['rock', 'pop']",rock
2007,33,T-Pain,Bartender,Bartender,"['Hip-Hop', 'rap', 'T-Pain', 'rnb', 'relaxing']","['Hip-Hop', 'rap', 'rnb']",hip hop
2007,34,Huey,"Pop, Lock & Drop It","Pop, Lock & Drop It","['Hip-Hop', 'rap', 'Huey', 'Dirty South', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2007,35,Ludacris,Runaway Love,Runaway Love,"['rap', 'Hip-Hop', 'rnb', 'Rap and Hip-Hop', 'pop']","['rap', 'Hip-Hop', 'rnb', 'pop']",rap
2007,36,Nickelback,Rockstar,Rockstar,"['rock', 'nickelback', 'alternative rock', 'alternative', 'hard rock']",['rock'],rock
2007,37,Fall Out Boy,Thnks Fr Th Mmrs,Thnks Fr Th Mmrs,"['rock', 'pop punk', 'emo', 'alternative', 'punk rock']",['rock'],rock
2007,38,Linkin Park,What I’ve Done,What Ive Done,"['rock', 'alternative', 'alternative rock', 'Nu Metal', 'pop']","['rock', 'pop']",rock
2007,39,Justin Timberlake,Summer Love,Summer Love,"['pop', 'dance', 'rnb', 'Justin Timberlake', 'sexy']","['pop', 'rnb']",pop
2007,40,Lloyd,You,You,"['lloyd', 'rnb', 'Hip-Hop', 'slow jams', 'you - Lloyd']","['rnb', 'Hip-Hop']",r&b
2007,41,Elliott Yamin,Wait For You,Wait For You,"['pop', 'rnb', 'soul', 'American Idol', 'male vocalists']","['pop', 'rnb', 'soul']",pop
2007,42,Diddy,Last Night,Last Night,"['Hip-Hop', 'rnb', 'last night', 'soul', 'vocal']","['Hip-Hop', 'rnb', 'soul']",hip hop
2007,43,Fat Joe,Make It Rain,Make It Rain,"['Hip-Hop', 'rap', 'american', '2006', 'favorites']","['Hip-Hop', 'rap']",hip hop
2007,44,Fabolous,Make Me Better,Make Me Better,"['Fabolous', 'Hip-Hop', 'make me better', 'rap', 'Ne-Yo']","['Hip-Hop', 'rap']",hip hop
2007,45,Omarion,Ice Box,Ice Box,"['rnb', 'Omarion', 'Ice Box', 'r&b', 'Hip-Hop']","['rnb', 'r&b', 'Hip-Hop']",r&b
2007,46,Hinder,Lips Of An Angel,Lips Of An Angel,"['rock', 'alternative rock', 'hinder', 'alternative', 'lips of an angel']",['rock'],rock
2007,47,John Mayer,Waiting On The World To Change,Waiting On The World To Change,"['john mayer', 'singer-songwriter', 'acoustic', 'rock', 'pop']","['rock', 'pop']",rock
2007,48,Robin Thicke,Lost Without U,Lost Without U,"['rnb', 'soul', 'Robin Thicke', 'sexy', 'Love']","['rnb', 'soul']",r&b
2007,50,Nickelback,If Everyone Cared,If Everyone Cared,"['rock', 'alternative rock', 'nickelback', 'alternative', 'hard rock']",['rock'],rock
2007,51,Lloyd,Get It Shawty,Get It Shawty,"['rnb', 'dance', 'r&b', 'hip hop', 'Hip-Hop']","['rnb', 'r&b', 'hip hop', 'Hip-Hop']",r&b
2007,52,The Red Jumpsuit Apparatus,Face Down,Face Down,"['rock', 'alternative', 'emo', 'punk', 'screamo']",['rock'],rock
2007,53,Baby Boy Da Prince,The Way I Live,The Way I Live,"['rap', 'summer', 'Hip-Hop', 'hip hop', 'chill']","['rap', 'Hip-Hop', 'hip hop']",rap
2007,54,Bow Wow,Shortie Like Mine,Shortie Like Mine,"['bow wow', 'shortie like mine', 'Hip-Hop', 'rap', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2007,55,The All-American Rejects,It Ends Tonight,It Ends Tonight,"['rock', 'alternative', 'emo', 'pop punk', 'alternative rock']",['rock'],rock
2007,56,Hurricane Chris,A Bay Bay,A Bay Bay,"['A Bay Bay', 'Hip-Hop', 'rap', 'hurricane chris', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2007,57,Ne-Yo,Because Of You,Because Of You,"['rnb', 'Ne-Yo', 'r&b', 'soul', 'Because Of You']","['rnb', 'r&b', 'soul']",r&b
2007,58,Bone Thugs-N-Harmony,I Tried,I Tried,"['bone thugs-n-harmony', 'hip hop', 'Hip-Hop', 'rap', 'Akon']","['hip hop', 'Hip-Hop', 'rap']",hip hop
2007,59,My Chemical Romance,Welcome To The Black Parade,Welcome To The Black Parade,"['rock', 'emo', 'alternative', 'punk rock', 'punk']",['rock'],rock
2007,60,Plies,Shawty,Shawty,"['hip hop', 'Hip-Hop', 'pop', 'rap', 'Dirty South']","['hip hop', 'Hip-Hop', 'pop', 'rap']",hip hop
2007,61,Snow Patrol,Chasing Cars,Chasing Cars,"['indie', 'alternative', 'rock', 'indie rock', 'Love']","['indie', 'rock']",indie
2007,62,Beyonce,Beautiful Liar,Beautiful Liar,"['rnb', 'beyonce', 'Shakira', 'pop', 'sexy']","['rnb', 'pop']",r&b
2007,63,Justin Timberlake,Sexyback,Sexyback,"['pop', 'dance', 'sexy', 'Justin Timberlake', 'rnb']","['pop', 'rnb']",pop
2007,64,Avril Lavigne,Keep Holding On,Keep Holding On,"['pop', 'pop rock', 'rock', 'avril lavigne', 'female vocalists']","['pop', 'rock']",pop
2007,65,Keyshia Cole,Let It Go,Let It Go,"['rnb', 'keyshia cole', 'Let It Go', 'female vocalists', 'soul']","['rnb', 'soul']",r&b
2007,66,Timbaland,Apologize,Apologize,"['rnb', 'Timbaland', 'pop', 'apologize', 'Hip-Hop']","['rnb', 'pop', 'Hip-Hop']",r&b
2007,67,Colbie Caillat,Bubbly,Bubbly,"['female vocalists', 'pop', 'acoustic', 'Love', 'singer-songwriter']",['pop'],pop
2007,68,Ciara,Like A Boy,Like A Boy,"['rnb', 'Ciara', 'Hip-Hop', 'pop', 'female vocalists']","['rnb', 'Hip-Hop', 'pop']",r&b
2007,69,Pink,Who Knew,Who Knew,"['pop', 'pink', 'rock', 'female vocalists', 'pop rock']","['pop', 'rock']",pop
2007,70,Kelly Clarkson,Never Again,Never Again,"['pop', 'female vocalists', 'rock', 'Kelly Clarkson', 'pop rock']","['pop', 'rock']",pop
2007,71,Ciara,Promise,Promise,"['rnb', 'Ciara', 'sexy', 'soul', 'pop']","['rnb', 'soul', 'pop']",r&b
2007,72,J. Holiday,Bed,Bed,"['rnb', 'j holiday', 'slow jams', 'sexy', 'J Holiday - Bed']",['rnb'],r&b
2007,74,Amy Winehouse,Rehab,Rehab,"['soul', 'female vocalists', 'jazz', 'Amy Winehouse', 'british']","['soul', 'jazz']",soul
2007,76,Alicia Keys,No One,No One,"['soul', 'rnb', 'Alicia Keys', 'female vocalists', 'pop']","['soul', 'rnb', 'pop']",soul
2007,77,Boys Like Girls,The Great Escape,The Great Escape,"['pop punk', 'rock', 'alternative', 'boys like girls', 'emo']",['rock'],rock
2007,78,Unk,2 Step,2 Step,"['rap', 'Dirty South', 'Crunk', 'Hip-Hop', 'hip hop']","['rap', 'Hip-Hop', 'hip hop']",rap
2007,79,Paula DeAnda,Walk Away (Remember Me),Walk Away (Remember Me),"['Walk Away', 'paula de anda', 'pop', 'rnb', 'female vocalists']","['pop', 'rnb']",pop
2007,80,Young Jeezy,Go Getta,Go Getta,"['young jeezy', 'rap', 'r kelly', 'Hip-Hop', 'Gangsta Rap']","['rap', 'Hip-Hop']",rap
2007,81,Hellogoodbye,Here (In Your Arms),Here (In Your Arms),"['indie', 'pop', 'powerpop', 'dance', 'alternative']","['indie', 'pop']",indie
2007,82,Pretty Ricky,On The Hotline,On The Hotline,"['rnb', 'Hip-Hop', 'Crunk-n-B', 'hip hop', 'rap']","['rnb', 'Hip-Hop', 'hip hop', 'rap']",r&b
2007,83,Gwen Stefani,Wind It Up,Wind It Up,"['pop', 'dance', 'female vocalists', 'gwen stefani', 'wind it up']",['pop'],pop
2007,84,Baby Bash,Cyclone,Cyclone,"['Hip-Hop', 'cyclone', 'dance', 'hip hop', 'my parties']","['Hip-Hop', 'hip hop']",hip hop
2007,85,Rihanna,Break It Off,Break It Off,"['rnb', 'dance', 'pop', 'Hip-Hop', 'Rihanna']","['rnb', 'pop', 'Hip-Hop']",r&b
2007,86,Lifehouse,First Time,First Time,"['rock', 'alternative rock', 'alternative', 'Lifehouse', 'pop']","['rock', 'pop']",rock
2007,87,50 Cent,Ayo Technology,Ayo Technology,"['Hip-Hop', 'rap', '50 Cent', 'Timbaland', 'party']","['Hip-Hop', 'rap']",hip hop
2007,88,Bow Wow,Outta My System,Outta My System,"['Hip-Hop', '2000s', 'rap', 'memories', 'hiphop']","['Hip-Hop', 'rap']",hip hop
2007,89,Taylor Swift,Teardrops On My Guitar,Teardrops On My Guitar,"['country', 'taylor swift', 'female vocalists', 'pop', 'Teardrops on my guitar']","['country', 'pop']",country
2007,90,Rihanna,Shut Up And Drive,Shut Up And Drive,"['pop', 'rnb', 'dance', 'Rihanna', 'female vocalists']","['pop', 'rnb']",pop
2007,91,Red Hot Chili Peppers,Snow ((Hey Oh)),Snow ((Hey Oh)),"['rock', 'alternative rock', 'alternative', 'Funk Rock', 'funk']",['rock'],rock
2007,92,Ludacris,Money Maker,Money Maker,"['rap', 'Hip-Hop', 'Ludacris', 'hip hop', 'Dirty South']","['rap', 'Hip-Hop', 'hip hop']",rap
2007,93,Chris Brown,Kiss Kiss,Kiss Kiss,"['Hip-Hop', 'rnb', 'Chris Brown', 'kiss kiss', 'male vocalists']","['Hip-Hop', 'rnb']",hip hop
2007,94,Nickelback,Far Away,Far Away,"['rock', 'alternative rock', 'nickelback', 'alternative', 'Love']",['rock'],rock
2007,95,Crime Mob,Rock Yo Hips,Rock Yo Hips,"['Hip-Hop', 'rap', 'Crunk', 'Dirty South', 'Crime Mob']","['Hip-Hop', 'rap']",hip hop
2007,96,Justin Timberlake,Lovestoned,Lovestoned,"['pop', 'dance', 'sexy', 'rnb', 'soul']","['pop', 'rnb', 'soul']",pop
2007,97,Hinder,Better Than Me,Better Than Me,"['rock', 'alternative rock', 'hinder', 'alternative', 'rock ballad']",['rock'],rock
2007,98,Finger Eleven,Paralyzer,Paralyzer,"['rock', 'alternative rock', 'alternative', 'finger eleven', 'hard rock']",['rock'],rock
2007,99,Snoop Dogg,That’s That,Thats That,"['Hip-Hop', 'Rap US', 'rnb', 'sd', 'popular 2007']","['Hip-Hop', 'rnb']",hip hop
2007,100,R. Kelly,Same Girl,Same Girl,"['Hip-Hop', 'pop', 'soul', 'rap', 'blues']","['Hip-Hop', 'pop', 'soul', 'rap']",hip hop
2008,1,Flo Rida,Low,Low,"['Hip-Hop', 'Flo Rida', 'dance', 'rap', 'hip hop']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2008,2,Leona Lewis,Bleeding Love,Bleeding Love,"['pop', 'leona lewis', 'female vocalists', 'Love', 'soul']","['pop', 'soul']",pop
2008,3,Alicia Keys,No One,No One,"['soul', 'rnb', 'Alicia Keys', 'female vocalists', 'pop']","['soul', 'rnb', 'pop']",soul
2008,4,Lil Wayne,Lollipop,Lollipop,"['hip hop', 'Lil Wayne', '2008', 'rnb', '00s']","['hip hop', 'rnb']",hip hop
2008,5,Timbaland,Apologize,Apologize,"['rnb', 'Timbaland', 'pop', 'apologize', 'Hip-Hop']","['rnb', 'pop', 'Hip-Hop']",r&b
2008,6,Jordin Sparks Duet With Chris Brown,No Air,No Air,"['pop', 'rnb', 'female vocalists', 'Jordin Sparks', 'Chris Brown']","['pop', 'rnb']",pop
2008,7,Sara Bareilles,Love Song,Love Song,"['pop', 'female vocalists', 'piano', 'sara bareilles', 'love song']",['pop'],pop
2008,8,Usher,Love In This Club,Love In This Club,"['rnb', 'pop', 'Hip-Hop', 'Usher', 'Love In The Club- Usher']","['rnb', 'pop', 'Hip-Hop']",r&b
2008,9,Chris Brown,With You,With You,"['rnb', 'Chris Brown', 'Love', 'Hip-Hop', 'pop']","['rnb', 'Hip-Hop', 'pop']",r&b
2008,10,Chris Brown,Forever,Forever,"['Chris Brown', 'rnb', 'dance', 'Hip-Hop', 'r&b']","['rnb', 'Hip-Hop', 'r&b']",r&b
2008,11,Ray J,Sexy Can I,Sexy Can I,"['Ray J - sexy can I', 'rnb', 'Hip-Hop', 'Ray J', 'sexy can i']","['rnb', 'Hip-Hop']",r&b
2008,12,Rihanna,Take A Bow,Take A Bow,"['pop', 'Rihanna', 'rnb', 'female vocalists', 'Ballad']","['pop', 'rnb']",pop
2008,13,Coldplay,Viva La Vida,Viva La Vida,"['Coldplay', 'alternative', 'rock', 'alternative rock', 'viva la vida']",['rock'],rock
2008,14,Katy Perry,I Kissed A Girl,I Kissed A Girl,"['pop', 'female vocalists', 'katy perry', 'pop rock', 'rock']","['pop', 'rock']",pop
2008,15,T.I.,Whatever You Like,Whatever You Like,"['Hip-Hop', 'rap', 'TI', 'hip hop', 'Dirty South']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2008,16,Rihanna,Disturbia,Disturbia,"['pop', 'dance', 'Rihanna', 'rnb', 'female vocalists']","['pop', 'rnb']",pop
2008,17,Rihanna,Don’t Stop the Music,Dont Stop the Music,"['party', 'rnb', 'songs that are kinda the worst and you get embarrased when they come on your itunes but rock out in secret to them all the time', 'dance', 'House']",['rnb'],r&b
2008,18,Natasha Bedingfield,Pocketful of Sunshine,Pocketful of Sunshine,"['pop', 'Natasha Bedingfield', 'female vocalists', 'upbeat', '2008']",['pop'],pop
2008,19,Chris Brown,Kiss Kiss,Kiss Kiss,"['Hip-Hop', 'rnb', 'Chris Brown', 'kiss kiss', 'male vocalists']","['Hip-Hop', 'rnb']",hip hop
2008,20,Ne-Yo,Closer,Closer,"['rnb', 'Ne-Yo', 'dance', 'pop', 'r&b']","['rnb', 'pop', 'r&b']",r&b
2008,21,Colbie Caillat,Bubbly,Bubbly,"['female vocalists', 'pop', 'acoustic', 'Love', 'singer-songwriter']",['pop'],pop
2008,22,Mariah Carey,Touch My Body,Touch My Body,"['Mariah Carey', 'pop', 'rnb', 'female vocalists', 'sexy']","['pop', 'rnb']",pop
2008,23,Madonna,4 Minutes,4 Minutes,"['pop', 'dance', 'Madonna', 'female vocalists', 'electronic']",['pop'],pop
2008,24,Pink,So What,So What,"['pop', 'pop rock', 'female vocalists', 'pink', 'P!nk']",['pop'],pop
2008,25,Finger Eleven,Paralyzer,Paralyzer,"['rock', 'alternative rock', 'alternative', 'finger eleven', 'hard rock']",['rock'],rock
2008,26,Fergie,Clumsy,Clumsy,"['pop', 'Fergie', 'rnb', 'dance', 'female vocalists']","['pop', 'rnb']",pop
2008,28,Jesse McCartney,Leavin’,Leavin,"['pop', 'rnb', 'loved', 'love song', 'Radio Music']","['pop', 'rnb']",pop
2008,29,Kardinal Offishall,Dangerous,Dangerous,"['Hip-Hop', 'hip hop', 'Akon', 'rap', 'Dangerous']","['Hip-Hop', 'hip hop', 'rap']",hip hop
2008,30,Jordin Sparks,Tattoo,Tattoo,"['pop', 'female vocalists', 'rnb', 'Jordin Sparks', 'American Idol']","['pop', 'rnb']",pop
2008,31,Miley Cyrus,See You Again,See You Again,"['pop', 'Miley Cyrus', 'dance', 'guilty pleasure', 'catchy']",['pop'],pop
2008,32,Metro Station,Shake It,Shake It,"['dance', 'electronic', 'indie', 'powerpop', 'alternative']",['indie'],indie
2008,33,OneRepublic,Stop And Stare,Stop And Stare,"['rock', 'alternative rock', 'pop', 'alternative', 'pop rock']","['rock', 'pop']",rock
2008,34,Sean Kingston,Take You There,Take You There,"['rnb', 'Hip-Hop', 'hip hop', 'reggae', 'dance']","['rnb', 'Hip-Hop', 'hip hop', 'reggae']",r&b
2008,35,M.I.A.,Paper Planes,Paper Planes,"['Hip-Hop', 'electronic', 'female vocalists', 'dance', 'british']",['Hip-Hop'],hip hop
2008,36,Katy Perry,Hot N Cold,Hot N Cold,"['pop', 'katy perry', 'dance', 'female vocalists', 'catchy']",['pop'],pop
2008,37,T.I.,Live Your Life,Live Your Life,"['rap', 'Hip-Hop', 'hip hop', 'Rihanna', 'brazilian hot 40']","['rap', 'Hip-Hop', 'hip hop']",rap
2008,38,Plies,Bust It Baby Part 2,Bust It Baby Part 2,"['Hip-Hop', 'rnb', '2000s', 'Ne-Yo', 'Plies']","['Hip-Hop', 'rnb']",hip hop
2008,39,Estelle,American Boy,American Boy,"['rnb', 'female vocalists', 'pop', 'soul', 'Hip-Hop']","['rnb', 'pop', 'soul', 'Hip-Hop']",r&b
2008,40,Lil Wayne,Got Money,Got Money,"['Hip-Hop', '2008', 'rap', 'sexy', 'urban']","['Hip-Hop', 'rap']",hip hop
2008,41,Taylor Swift,Our Song,Our Song,"['country', 'taylor swift', 'female vocalists', 'Love', 'pop']","['country', 'pop']",country
2008,42,Danity Kane,Damaged,Damaged,"['pop', 'rnb', 'dance', 'female vocalists', 'damaged']","['pop', 'rnb']",pop
2008,43,Lil Wayne,A Milli,A Milli,"['rap', 'Lil Wayne', 'Hip-Hop', 'hip hop', '2008']","['rap', 'Hip-Hop', 'hip hop']",rap
2008,44,Buckcherry,Sorry,Sorry,"['rock', 'hard rock', 'alternative rock', 'Ballad', 'buckcherry']",['rock'],rock
2008,45,Webbie,Independent,Independent,"['Hip-Hop', 'rap', 'hip hop', '2008', 'other']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2008,48,Taylor Swift,Teardrops On My Guitar,Teardrops On My Guitar,"['country', 'taylor swift', 'female vocalists', 'pop', 'Teardrops on my guitar']","['country', 'pop']",country
2008,49,The Pussycat Dolls,When I Grow Up,When I Grow Up,"['pop', 'dance', 'The Pussycat Dolls', 'sexy', 'female vocalists']",['pop'],pop
2008,50,Snoop Dogg,Sensual Seduction,Sensual Seduction,"['Hip-Hop', 'rap', 'hip hop', 'funky', 'rnb']","['Hip-Hop', 'rap', 'hip hop', 'rnb']",hip hop
2008,52,3 Doors Down,It’S Not My Time,ItS Not My Time,"['rock', 'alternative rock', '3 Doors Down', 'alternative', 'hard rock']",['rock'],rock
2008,53,Leona Lewis,Better In Time,Better In Time,"['pop', 'leona lewis', 'female vocalists', 'soul', 'Love']","['pop', 'soul']",pop
2008,55,Linkin Park,Shadow Of The Day,Shadow Of The Day,"['rock', 'alternative rock', 'Linkin Park', 'alternative', 'Nu Metal']",['rock'],rock
2008,56,Wyclef Jean,Sweetest Girl (Dollar Bill),Sweetest Girl (Dollar Bill),"['Hip-Hop', 'rap', 'rnb', 'reggae', 'pop']","['Hip-Hop', 'rap', 'rnb', 'reggae', 'pop']",hip hop
2008,57,Ne-Yo,Miss Independent,Miss Independent,"['rnb', 'Ne-Yo', 'pop', 'r&b', 'male vocalists']","['rnb', 'pop', 'r&b']",r&b
2008,59,Flo Rida,In The Ayer,In The Ayer,"['hip hop', 'rap', 'dance', 'Flo Rida', 'Hip-Hop']","['hip hop', 'rap', 'Hip-Hop']",hip hop
2008,60,John Mayer,Say,Say,"['acoustic', 'john mayer', 'pop', 'Soundtrack', 'singer-songwriter']",['pop'],pop
2008,61,Jordin Sparks,One Step at A Time,One Step at A Time,"['pop', 'rnb', 'Jordin Sparks', 'female vocalists', 'inspirational']","['pop', 'rnb']",pop
2008,62,Rihanna,Hate That I Love You,Hate That I Love You,"['rnb', 'Rihanna', 'pop', 'Love', 'female vocalists']","['rnb', 'pop']",r&b
2008,63,Lupe Fiasco,Superstar,Superstar,"['Hip-Hop', 'Lupe Fiasco', 'rap', 'hip hop', 'chill']","['Hip-Hop', 'rap', 'hip hop']",hip hop
2008,64,J. Holiday,Suffocate,Suffocate,"['J Holiday - Suffocate', 'rnb', 'Love', 'r&b', 'j holiday']","['rnb', 'r&b']",r&b
2008,65,Kevin Rudolf,Let It Rock,Let It Rock,"['dance', 'kevin rudolf', 'hip hop', 'rock', 'Hip-Hop']","['hip hop', 'rock', 'Hip-Hop']",hip hop
2008,66,David Banner,Get Like Me,Get Like Me,"['rap', 'david banner get like me', 'hip hop', 'get like me', 'bass']","['rap', 'hip hop']",rap
2008,67,Colbie Caillat,Realize,Realize,"['female vocalists', 'pop', 'acoustic', 'singer-songwriter', 'colbie caillat']",['pop'],pop
2008,68,Young Jeezy,Put On,Put On,"['young jeezy', 'rap', 'Hip-Hop', 'young jeezy-put on', 'put on']","['rap', 'Hip-Hop']",rap
2008,69,David Cook,The Time Of My Life,The Time Of My Life,"['rock', 'david cook', 'American Idol', 'pop', 'rock ballad']","['rock', 'pop']",rock
2008,70,Three 6 Mafia,Lolli Lolli (Pop That Body),Lolli Lolli (Pop That Body),"['rap', 'Crunk', 'Hip-Hop', 'pop', 'Barack Obama']","['rap', 'Hip-Hop', 'pop']",rap
2008,71,Baby Bash,Cyclone,Cyclone,"['Hip-Hop', 'cyclone', 'dance', 'hip hop', 'my parties']","['Hip-Hop', 'hip hop']",hip hop
2008,72,Natasha Bedingfield,Love Like This,Love Like This,"['pop', 'female vocalists', 'soul', 'british', 'Love']","['pop', 'soul']",pop
2008,73,Jonas Brothers,Burnin’ Up,Burnin Up,"['jonas brothers', 'pop', 'pop rock', 'rock', 'dance']","['pop', 'rock']",pop
2008,74,Kanye West,Love Lockdown,Love Lockdown,"['Hip-Hop', 'Kanye West', 'hip hop', 'pop', 'catchy']","['Hip-Hop', 'hip hop', 'pop']",hip hop
2008,75,The-Dream,I Luv Your Girl,I Luv Your Girl,"['rnb', 'The-Dream', 'i luv your girl', 'slow jams', 'the dream  I luv your girl']",['rnb'],r&b
2008,76,David Archuleta,Crush,Crush,"['pop', 'American Idol', 'David Archuleta', 'crush', 'pop ballad']",['pop'],pop
2008,77,Plies,Hypnotized,Hypnotized,"['hip hop', 'rap', 'Hip-Hop', 'Plies', 'Hypnotized By Plies']","['hip hop', 'rap', 'Hip-Hop']",hip hop
2008,78,Fergie,Big Girls Don’t Cry,Big Girls Dont Cry,"['pop', 'female vocalists', 'Fergie', 'Love', 'sexy']",['pop'],pop
2008,79,Kanye West,Good Life,Good Life,"['Hip-Hop', 'rap', 'Kanye West', 'hip hop', 'rnb']","['Hip-Hop', 'rap', 'hip hop', 'rnb']",hip hop
2008,80,Britney Spears,Womanizer,Womanizer,"['pop', 'Britney Spears', 'dance', 'female vocalists', 'circus']",['pop'],pop
2008,81,Taylor Swift,Love Story,Love Story,"['country', 'taylor swift', 'Love', 'pop', 'romantic']","['country', 'pop']",country
2008,82,Mary J. Blige,Just Fine,Just Fine,"['rnb', 'soul', 'dance', 'pop', 'female vocalists']","['rnb', 'soul', 'pop']",r&b
2008,83,Britney Spears,Piece Of Me,Piece Of Me,"['pop', 'dance', 'Britney Spears', 'female vocalists', 'electronic']",['pop'],pop
2008,84,Rick Ross,The Boss,The Boss,"['Hip-Hop', 'rap', '2008', 'Dirty South', 'real']","['Hip-Hop', 'rap']",hip hop
